locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCPAMKM_02111	CDS	2328				hypothetical protein
DDCPAMKM_02112	gene	591				
DDCPAMKM_02112	CDS	591				hypothetical protein
DDCPAMKM_02113	gene	198				
DDCPAMKM_02113	CDS	198				hypothetical protein
DDCPAMKM_02114	gene	423				
DDCPAMKM_02114	CDS	423				hypothetical protein
DDCPAMKM_02115	gene	666				
DDCPAMKM_02115	CDS	666				hypothetical protein
DDCPAMKM_02116	gene	1779				
DDCPAMKM_02116	CDS	1779				hypothetical protein
DDCPAMKM_02117	gene	1845				
DDCPAMKM_02117	CDS	1845				hypothetical protein
DDCPAMKM_02118	gene	1590				
DDCPAMKM_02118	CDS	1590				hypothetical protein
DDCPAMKM_02119	gene	2340				
DDCPAMKM_02119	CDS	2340				hypothetical protein
DDCPAMKM_02120	gene	993				
DDCPAMKM_02120	CDS	993				hypothetical protein
DDCPAMKM_02121	gene	258				
DDCPAMKM_02121	CDS	258				hypothetical protein
DDCPAMKM_02122	gene	354				
DDCPAMKM_02122	CDS	354				hypothetical protein
DDCPAMKM_02123	gene	456	fliS			
DDCPAMKM_02123	CDS	456	fliS		COG1516	Flagellar secretion chaperone FliS
DDCPAMKM_02124	gene	1452				
DDCPAMKM_02124	CDS	1452				hypothetical protein
DDCPAMKM_02125	gene	828	hag_1			
DDCPAMKM_02125	CDS	828	hag_1		COG1344	Flagellin
DDCPAMKM_02126	gene	459	fliW			
DDCPAMKM_02126	CDS	459	fliW		COG1699	Flagellar assembly factor FliW
DDCPAMKM_02127	gene	939				
DDCPAMKM_02127	CDS	939				hypothetical protein
DDCPAMKM_02128	gene	1686	flgK			
DDCPAMKM_02128	CDS	1686	flgK		COG1256	Flagellar hook-associated protein 1
DDCPAMKM_02129	gene	444				
DDCPAMKM_02129	CDS	444				hypothetical protein
DDCPAMKM_02130	gene	357				
DDCPAMKM_02130	CDS	357				hypothetical protein
DDCPAMKM_02131	gene	861	hag_2			
DDCPAMKM_02131	CDS	861	hag_2		COG1344	Flagellin
DDCPAMKM_02132	gene	399				
DDCPAMKM_02132	CDS	399				hypothetical protein
DDCPAMKM_02133	gene	1095	flgI			
DDCPAMKM_02133	CDS	1095	flgI			Flagellar P-ring protein
DDCPAMKM_02134	gene	678				
DDCPAMKM_02134	CDS	678				hypothetical protein
DDCPAMKM_02135	gene	660				
DDCPAMKM_02135	CDS	660				hypothetical protein
DDCPAMKM_02136	gene	786	flgG_1			
DDCPAMKM_02136	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
DDCPAMKM_02137	gene	804	flgG_2			
DDCPAMKM_02137	CDS	804	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
DDCPAMKM_02138	gene	1806	recD			
DDCPAMKM_02138	CDS	1806	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
DDCPAMKM_02139	gene	816	yisK			
DDCPAMKM_02139	CDS	816	yisK		COG0179	putative protein YisK
DDCPAMKM_02140	gene	822	dapB			
DDCPAMKM_02140	CDS	822	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
DDCPAMKM_02141	gene	891	dapA			
DDCPAMKM_02141	CDS	891	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
DDCPAMKM_02142	gene	555				
DDCPAMKM_02142	CDS	555				hypothetical protein
DDCPAMKM_02143	gene	1245	lysA			
DDCPAMKM_02143	CDS	1245	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
DDCPAMKM_02144	gene	1404	argH			
DDCPAMKM_02144	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
DDCPAMKM_02145	gene	1227	argG			
DDCPAMKM_02145	CDS	1227	argG	6.3.4.5	COG0137	Argininosuccinate synthase
DDCPAMKM_02146	gene	930	argF			
DDCPAMKM_02146	CDS	930	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
DDCPAMKM_02147	gene	1242	argD_2			
DDCPAMKM_02147	CDS	1242	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
DDCPAMKM_02148	gene	1068	kefB			
DDCPAMKM_02148	CDS	1068	kefB			Glutathione-regulated potassium-efflux system protein KefB
DDCPAMKM_02149	gene	1383	yajR			
DDCPAMKM_02149	CDS	1383	yajR		COG0477	Inner membrane transport protein YajR
DDCPAMKM_02150	gene	213				
DDCPAMKM_02150	CDS	213				hypothetical protein
DDCPAMKM_02151	gene	126				
DDCPAMKM_02151	CDS	126				hypothetical protein
DDCPAMKM_02152	gene	555				
DDCPAMKM_02152	CDS	555				hypothetical protein
DDCPAMKM_02153	gene	894	COQ2			
DDCPAMKM_02153	CDS	894	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
DDCPAMKM_02154	gene	504				
DDCPAMKM_02154	CDS	504				hypothetical protein
DDCPAMKM_02155	gene	1635				
DDCPAMKM_02155	CDS	1635				hypothetical protein
DDCPAMKM_02156	gene	747	ubiE			
DDCPAMKM_02156	CDS	747	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DDCPAMKM_02157	gene	687				
DDCPAMKM_02157	CDS	687				hypothetical protein
DDCPAMKM_02158	gene	1059				
DDCPAMKM_02158	CDS	1059				hypothetical protein
DDCPAMKM_02159	gene	456				
DDCPAMKM_02159	CDS	456				hypothetical protein
DDCPAMKM_02160	gene	408				
DDCPAMKM_02160	CDS	408				hypothetical protein
DDCPAMKM_02161	gene	1611	gppA			
DDCPAMKM_02161	CDS	1611	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
DDCPAMKM_02162	gene	981				
DDCPAMKM_02162	CDS	981				hypothetical protein
DDCPAMKM_02163	gene	657	tmk_2			
DDCPAMKM_02163	CDS	657	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
DDCPAMKM_02164	gene	687	tmk_3			
DDCPAMKM_02164	CDS	687	tmk_3	2.7.4.9	COG0125	Thymidylate kinase
DDCPAMKM_02165	gene	528				
DDCPAMKM_02165	CDS	528				hypothetical protein
DDCPAMKM_02166	gene	459	rpiB			
DDCPAMKM_02166	CDS	459	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
DDCPAMKM_02167	gene	1242	glyA			
DDCPAMKM_02167	CDS	1242	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DDCPAMKM_02168	gene	471	nrdR			
DDCPAMKM_02168	CDS	471	nrdR		COG1327	Transcriptional repressor NrdR
DDCPAMKM_02169	gene	1980	priA			
DDCPAMKM_02169	CDS	1980	priA	3.6.4.-	COG1198	Primosomal protein N'
DDCPAMKM_02170	gene	1197				
DDCPAMKM_02170	CDS	1197				hypothetical protein
DDCPAMKM_02171	gene	1227	menJ			
DDCPAMKM_02171	CDS	1227	menJ	1.3.99.38	COG0644	Menaquinone reductase
DDCPAMKM_02172	gene	750				
DDCPAMKM_02172	CDS	750				hypothetical protein
DDCPAMKM_02173	gene	573	resA_3			
DDCPAMKM_02173	CDS	573	resA_3			Thiol-disulfide oxidoreductase ResA
DDCPAMKM_02174	gene	615	resA_4			
DDCPAMKM_02174	CDS	615	resA_4			Thiol-disulfide oxidoreductase ResA
DDCPAMKM_02175	gene	852	ccsA_2			
DDCPAMKM_02175	CDS	852	ccsA_2			Cytochrome c biogenesis protein CcsA
DDCPAMKM_02176	gene	1575	ccsB			
DDCPAMKM_02176	CDS	1575	ccsB			Cytochrome c biogenesis protein CcsB
DDCPAMKM_02177	gene	1557				
DDCPAMKM_02177	CDS	1557				hypothetical protein
DDCPAMKM_02178	gene	762	mkl_2			
DDCPAMKM_02178	CDS	762	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl
DDCPAMKM_02179	gene	768	mlaE_2			
DDCPAMKM_02179	CDS	768	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
DDCPAMKM_02180	gene	1236	alr1			
DDCPAMKM_02180	CDS	1236	alr1	5.1.1.1	COG0787	Alanine racemase 1
DDCPAMKM_02181	gene	555	frr			
DDCPAMKM_02181	CDS	555	frr		COG0233	Ribosome-recycling factor
DDCPAMKM_02182	gene	711	pyrH			
DDCPAMKM_02182	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
DDCPAMKM_02183	gene	597	tsf			
DDCPAMKM_02183	CDS	597	tsf			Elongation factor Ts
DDCPAMKM_02184	gene	756	rpsB			
DDCPAMKM_02184	CDS	756	rpsB			30S ribosomal protein S2
DDCPAMKM_02185	gene	1215	argJ			
DDCPAMKM_02185	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
DDCPAMKM_02186	gene	1032	argC			
DDCPAMKM_02186	CDS	1032	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
DDCPAMKM_02187	gene	432	rpsI			
DDCPAMKM_02187	CDS	432	rpsI		COG0103	30S ribosomal protein S9
DDCPAMKM_02188	gene	447	rplM			
DDCPAMKM_02188	CDS	447	rplM			50S ribosomal protein L13
DDCPAMKM_02189	gene	1905				
DDCPAMKM_02189	CDS	1905				hypothetical protein
DDCPAMKM_02190	gene	255	fdx_3			
DDCPAMKM_02190	CDS	255	fdx_3		COG1145	Ferredoxin
DDCPAMKM_02191	gene	888				
DDCPAMKM_02191	CDS	888				hypothetical protein
DDCPAMKM_02192	gene	390				
DDCPAMKM_02192	CDS	390				hypothetical protein
DDCPAMKM_02193	gene	840				
DDCPAMKM_02193	CDS	840				hypothetical protein
DDCPAMKM_02194	gene	1557	rng			
DDCPAMKM_02194	CDS	1557	rng	3.1.26.-	COG1530	Ribonuclease G
DDCPAMKM_02195	gene	1095	mrdB			
DDCPAMKM_02195	CDS	1095	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
DDCPAMKM_02196	gene	1908	mrdA			
DDCPAMKM_02196	CDS	1908	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
DDCPAMKM_02197	gene	510				
DDCPAMKM_02197	CDS	510				hypothetical protein
DDCPAMKM_02198	gene	864	mreC			
DDCPAMKM_02198	CDS	864	mreC		COG1792	Cell shape-determining protein MreC
DDCPAMKM_02199	gene	1032	mreB			
DDCPAMKM_02199	CDS	1032	mreB		COG1077	Cell shape-determining protein MreB
DDCPAMKM_02200	gene	501				
DDCPAMKM_02200	CDS	501				hypothetical protein
DDCPAMKM_02201	gene	693	rpe			
DDCPAMKM_02201	CDS	693	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
DDCPAMKM_02202	gene	888	htpX			
DDCPAMKM_02202	CDS	888	htpX	3.4.24.-	COG0501	Protease HtpX 
DDCPAMKM_02203	gene	951	fmt			
DDCPAMKM_02203	CDS	951	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DDCPAMKM_02204	gene	540	def_1			
DDCPAMKM_02204	CDS	540	def_1	3.5.1.88	COG0242	Peptide deformylase
DDCPAMKM_02205	gene	399				
DDCPAMKM_02205	CDS	399				hypothetical protein
DDCPAMKM_02206	gene	690	estB			
DDCPAMKM_02206	CDS	690	estB	3.1.1.1	COG0400	Carboxylesterase 2
DDCPAMKM_02207	gene	2256				
DDCPAMKM_02207	CDS	2256				hypothetical protein
DDCPAMKM_02208	gene	2697	mgtA			
DDCPAMKM_02208	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
DDCPAMKM_02209	gene	117				
DDCPAMKM_02209	CDS	117				hypothetical protein
DDCPAMKM_02210	gene	783				
DDCPAMKM_02210	CDS	783				hypothetical protein
DDCPAMKM_02211	gene	1164				
DDCPAMKM_02211	CDS	1164				hypothetical protein
DDCPAMKM_02212	gene	915	fbaB			
DDCPAMKM_02212	CDS	915	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
DDCPAMKM_02213	gene	582				
DDCPAMKM_02213	CDS	582				hypothetical protein
DDCPAMKM_02214	gene	582				
DDCPAMKM_02214	CDS	582				hypothetical protein
DDCPAMKM_02215	gene	207				
DDCPAMKM_02215	CDS	207				hypothetical protein
DDCPAMKM_02216	gene	1722	ndhB_3			
DDCPAMKM_02216	CDS	1722	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
DDCPAMKM_02217	gene	1410				
DDCPAMKM_02217	CDS	1410				hypothetical protein
DDCPAMKM_02218	gene	3462				
DDCPAMKM_02218	CDS	3462				hypothetical protein
DDCPAMKM_02219	gene	342				
DDCPAMKM_02219	CDS	342				hypothetical protein
DDCPAMKM_02220	gene	537				
DDCPAMKM_02220	CDS	537				hypothetical protein
DDCPAMKM_02221	gene	927	trxB			
DDCPAMKM_02221	CDS	927	trxB	1.8.1.9	COG0492	Thioredoxin reductase
DDCPAMKM_02222	gene	282				
DDCPAMKM_02222	CDS	282				hypothetical protein
DDCPAMKM_02223	gene	417				
DDCPAMKM_02223	CDS	417				hypothetical protein
DDCPAMKM_02224	gene	234				
DDCPAMKM_02224	CDS	234				hypothetical protein
DDCPAMKM_02225	gene	1443	tolC_3			
DDCPAMKM_02225	CDS	1443	tolC_3			Outer membrane protein TolC
DDCPAMKM_02226	gene	1206	mdtA_5			
DDCPAMKM_02226	CDS	1206	mdtA_5			Multidrug resistance protein MdtA
DDCPAMKM_02227	gene	1416	atoC_5			
DDCPAMKM_02227	CDS	1416	atoC_5		COG2204	Regulatory protein AtoC
DDCPAMKM_02228	gene	987	ygfZ			
DDCPAMKM_02228	CDS	987	ygfZ			tRNA-modifying protein YgfZ
DDCPAMKM_02229	gene	3246	czcA_5			
DDCPAMKM_02229	CDS	3246	czcA_5			Cobalt-zinc-cadmium resistance protein CzcA
DDCPAMKM_02230	gene	1101	mdtA_6			
DDCPAMKM_02230	CDS	1101	mdtA_6			Multidrug resistance protein MdtA
DDCPAMKM_02231	gene	129				
DDCPAMKM_02231	CDS	129				hypothetical protein
DDCPAMKM_02232	gene	474	hcaC			
DDCPAMKM_02232	CDS	474	hcaC			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
DDCPAMKM_02233	gene	204				
DDCPAMKM_02233	CDS	204				hypothetical protein
DDCPAMKM_02234	gene	1254	glgC			
DDCPAMKM_02234	CDS	1254	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
DDCPAMKM_02235	gene	2136				
DDCPAMKM_02235	CDS	2136				hypothetical protein
DDCPAMKM_02236	gene	2160	amyA			
DDCPAMKM_02236	CDS	2160	amyA	3.2.1.1	COG1449	Alpha-amylase 1
DDCPAMKM_02237	gene	1023	galT			
DDCPAMKM_02237	CDS	1023	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
DDCPAMKM_02238	gene	1389				
DDCPAMKM_02238	CDS	1389				hypothetical protein
DDCPAMKM_02239	gene	1560				
DDCPAMKM_02239	CDS	1560		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
DDCPAMKM_02240	gene	354				
DDCPAMKM_02240	CDS	354				hypothetical protein
DDCPAMKM_02241	gene	306				
DDCPAMKM_02241	CDS	306				hypothetical protein
DDCPAMKM_02242	gene	177				
DDCPAMKM_02242	CDS	177				hypothetical protein
DDCPAMKM_02243	gene	1236				
DDCPAMKM_02243	CDS	1236				ISAzo13 family transposase ISLsp4
DDCPAMKM_02244	gene	414				
DDCPAMKM_02244	CDS	414				hypothetical protein
DDCPAMKM_02245	gene	327				
DDCPAMKM_02245	CDS	327				hypothetical protein
DDCPAMKM_02246	gene	291				
DDCPAMKM_02246	CDS	291				hypothetical protein
DDCPAMKM_02247	gene	2214				
DDCPAMKM_02247	CDS	2214				hypothetical protein
DDCPAMKM_02248	gene	645				
DDCPAMKM_02248	CDS	645				hypothetical protein
DDCPAMKM_02249	gene	1032				
DDCPAMKM_02249	CDS	1032				hypothetical protein
DDCPAMKM_02250	gene	243	mazE			
DDCPAMKM_02250	CDS	243	mazE		COG2336	Antitoxin MazE
DDCPAMKM_02251	gene	255				
DDCPAMKM_02251	CDS	255				hypothetical protein
DDCPAMKM_02252	gene	804	trmR_2			
DDCPAMKM_02252	CDS	804	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
DDCPAMKM_02253	gene	1179				
DDCPAMKM_02253	CDS	1179		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
DDCPAMKM_02254	gene	699				
DDCPAMKM_02254	CDS	699				hypothetical protein
DDCPAMKM_02255	gene	603				
DDCPAMKM_02255	CDS	603				hypothetical protein
DDCPAMKM_02256	gene	1839	glmS			
DDCPAMKM_02256	CDS	1839	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DDCPAMKM_02257	gene	1302	wbpA			
DDCPAMKM_02257	CDS	1302	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
DDCPAMKM_02258	gene	945	wbgU			
DDCPAMKM_02258	CDS	945	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
DDCPAMKM_02259	gene	1362				
DDCPAMKM_02259	CDS	1362				hypothetical protein
DDCPAMKM_02260	gene	993				
DDCPAMKM_02260	CDS	993				hypothetical protein
DDCPAMKM_02261	gene	897				
DDCPAMKM_02261	CDS	897				hypothetical protein
DDCPAMKM_02262	gene	432				
DDCPAMKM_02262	CDS	432				hypothetical protein
DDCPAMKM_02263	gene	129				
DDCPAMKM_02263	CDS	129				hypothetical protein
DDCPAMKM_02264	gene	219				
DDCPAMKM_02264	CDS	219				hypothetical protein
DDCPAMKM_02265	gene	195				
DDCPAMKM_02265	CDS	195				hypothetical protein
DDCPAMKM_02266	gene	279				
DDCPAMKM_02266	CDS	279				hypothetical protein
DDCPAMKM_02267	gene	75				
DDCPAMKM_02267	tRNA	75				tRNA-Val(gac)
DDCPAMKM_02268	gene	888				
DDCPAMKM_02268	CDS	888				hypothetical protein
DDCPAMKM_02269	gene	888				
DDCPAMKM_02269	CDS	888				hypothetical protein
DDCPAMKM_02270	gene	1413				
DDCPAMKM_02270	CDS	1413				hypothetical protein
DDCPAMKM_02271	gene	1731				
DDCPAMKM_02271	CDS	1731				hypothetical protein
DDCPAMKM_02272	gene	1125	bshA			
DDCPAMKM_02272	CDS	1125	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
DDCPAMKM_02273	gene	1005				
DDCPAMKM_02273	CDS	1005				hypothetical protein
DDCPAMKM_02274	gene	1098	rfbD_2			
DDCPAMKM_02274	CDS	1098	rfbD_2	5.4.99.9		UDP-galactopyranose mutase
DDCPAMKM_02275	gene	981				
DDCPAMKM_02275	CDS	981				hypothetical protein
DDCPAMKM_02276	gene	855				
DDCPAMKM_02276	CDS	855				hypothetical protein
DDCPAMKM_02277	gene	1686				
DDCPAMKM_02277	CDS	1686				hypothetical protein
DDCPAMKM_02278	gene	1926				
DDCPAMKM_02278	CDS	1926				hypothetical protein
DDCPAMKM_02279	gene	1641				
DDCPAMKM_02279	CDS	1641				hypothetical protein
DDCPAMKM_02280	gene	1974	mshA_4			
DDCPAMKM_02280	CDS	1974	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DDCPAMKM_02281	gene	1140	mshA_5			
DDCPAMKM_02281	CDS	1140	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
DDCPAMKM_02282	gene	1140				
DDCPAMKM_02282	CDS	1140				hypothetical protein
DDCPAMKM_02283	gene	801				
DDCPAMKM_02283	CDS	801				hypothetical protein
DDCPAMKM_02284	gene	2022				
DDCPAMKM_02284	CDS	2022				hypothetical protein
DDCPAMKM_02285	gene	2163	sasA_8			
DDCPAMKM_02285	CDS	2163	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
DDCPAMKM_02286	gene	840				
DDCPAMKM_02286	CDS	840				hypothetical protein
DDCPAMKM_02287	gene	756				
DDCPAMKM_02287	CDS	756				hypothetical protein
DDCPAMKM_02288	gene	1419	atoC_6			
DDCPAMKM_02288	CDS	1419	atoC_6		COG2204	Regulatory protein AtoC
DDCPAMKM_02289	gene	3276	bepA_6			
DDCPAMKM_02289	CDS	3276	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
DDCPAMKM_02290	gene	1077				
DDCPAMKM_02290	CDS	1077				hypothetical protein
DDCPAMKM_02291	gene	1095				
DDCPAMKM_02291	CDS	1095				hypothetical protein
DDCPAMKM_02292	gene	1455				
DDCPAMKM_02292	CDS	1455				hypothetical protein
DDCPAMKM_02293	gene	852				
DDCPAMKM_02293	CDS	852				hypothetical protein
DDCPAMKM_02294	gene	1806	pglK			
DDCPAMKM_02294	CDS	1806	pglK	7.5.2.5	COG1132	Protein glycosylation K
DDCPAMKM_02295	gene	1083				
DDCPAMKM_02295	CDS	1083				hypothetical protein
DDCPAMKM_02296	gene	780				
DDCPAMKM_02296	CDS	780				hypothetical protein
DDCPAMKM_02297	gene	873				
DDCPAMKM_02297	CDS	873				hypothetical protein
DDCPAMKM_02298	gene	951				
DDCPAMKM_02298	CDS	951				hypothetical protein
DDCPAMKM_02299	gene	1224				
DDCPAMKM_02299	CDS	1224				ISNCY family transposase ISCARN112
DDCPAMKM_02300	gene	198				
DDCPAMKM_02300	CDS	198				hypothetical protein
DDCPAMKM_02301	gene	264				
DDCPAMKM_02301	CDS	264				hypothetical protein
DDCPAMKM_02302	gene	501				
DDCPAMKM_02302	CDS	501				hypothetical protein
DDCPAMKM_02303	gene	1494				
DDCPAMKM_02303	CDS	1494				hypothetical protein
DDCPAMKM_02304	gene	489	hcpA			
DDCPAMKM_02304	CDS	489	hcpA		COG3157	Major exported protein
DDCPAMKM_02305	gene	417				
DDCPAMKM_02305	CDS	417				hypothetical protein
DDCPAMKM_02306	gene	1734				
DDCPAMKM_02306	CDS	1734				hypothetical protein
DDCPAMKM_02307	gene	1035				
DDCPAMKM_02307	CDS	1035				hypothetical protein
DDCPAMKM_02308	gene	2661	clpV1			
DDCPAMKM_02308	CDS	2661	clpV1		COG0542	Protein ClpV1
DDCPAMKM_02309	gene	1503	vgrG1			
DDCPAMKM_02309	CDS	1503	vgrG1	6.3.2.-		Actin cross-linking toxin VgrG1
DDCPAMKM_02310	gene	723				
DDCPAMKM_02310	CDS	723				hypothetical protein
DDCPAMKM_02311	gene	2745				
DDCPAMKM_02311	CDS	2745				hypothetical protein
DDCPAMKM_02312	gene	1068				
DDCPAMKM_02312	CDS	1068				hypothetical protein
DDCPAMKM_02313	gene	651				
DDCPAMKM_02313	CDS	651				hypothetical protein
DDCPAMKM_02314	gene	396				
DDCPAMKM_02314	CDS	396				hypothetical protein
DDCPAMKM_02315	gene	711				
DDCPAMKM_02315	CDS	711				hypothetical protein
DDCPAMKM_02316	gene	1380				
DDCPAMKM_02316	CDS	1380				hypothetical protein
DDCPAMKM_02317	gene	669				
DDCPAMKM_02317	CDS	669				hypothetical protein
DDCPAMKM_02318	gene	3843				
DDCPAMKM_02318	CDS	3843				hypothetical protein
DDCPAMKM_02319	gene	1545				
DDCPAMKM_02319	CDS	1545				hypothetical protein
DDCPAMKM_02320	gene	354				
DDCPAMKM_02320	CDS	354				hypothetical protein
DDCPAMKM_02321	gene	3639				
DDCPAMKM_02321	CDS	3639				hypothetical protein
DDCPAMKM_02322	gene	984				
DDCPAMKM_02322	CDS	984				hypothetical protein
DDCPAMKM_02323	gene	2607				
DDCPAMKM_02323	CDS	2607				hypothetical protein
DDCPAMKM_02324	gene	1239	yjhB			
DDCPAMKM_02324	CDS	1239	yjhB			Putative metabolite transport protein YjhB
DDCPAMKM_02325	gene	255				
DDCPAMKM_02325	CDS	255				hypothetical protein
DDCPAMKM_02326	gene	912	glxR			
DDCPAMKM_02326	CDS	912	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DDCPAMKM_02327	gene	456				
DDCPAMKM_02327	CDS	456				hypothetical protein
DDCPAMKM_02328	gene	2826				
DDCPAMKM_02328	CDS	2826				hypothetical protein
DDCPAMKM_02329	gene	2088				
DDCPAMKM_02329	CDS	2088				hypothetical protein
DDCPAMKM_02330	gene	321				
DDCPAMKM_02330	CDS	321				hypothetical protein
DDCPAMKM_02331	gene	315				
DDCPAMKM_02331	CDS	315				hypothetical protein
DDCPAMKM_02332	gene	801				
DDCPAMKM_02332	CDS	801				hypothetical protein
DDCPAMKM_02333	gene	471	rcp1_2			
DDCPAMKM_02333	CDS	471	rcp1_2			Response regulator rcp1
DDCPAMKM_02334	gene	1833	sasA_9			
DDCPAMKM_02334	CDS	1833	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
DDCPAMKM_02335	gene	951				
DDCPAMKM_02335	CDS	951			COG1752	putative NTE family protein
DDCPAMKM_02336	gene	867	fadB			
DDCPAMKM_02336	CDS	867	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
DDCPAMKM_02337	gene	2526	rcsC_3			
DDCPAMKM_02337	CDS	2526	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
DDCPAMKM_02338	gene	1188	rpfG			
DDCPAMKM_02338	CDS	1188	rpfG	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
DDCPAMKM_02339	gene	582				
DDCPAMKM_02339	CDS	582				hypothetical protein
DDCPAMKM_02340	gene	2592	clpB			
DDCPAMKM_02340	CDS	2592	clpB		COG0542	Chaperone protein ClpB
DDCPAMKM_02341	gene	825	tsdA_1			
DDCPAMKM_02341	CDS	825	tsdA_1	1.8.2.2	COG3258	Thiosulfate dehydrogenase
DDCPAMKM_02342	gene	804	tsdA_2			
DDCPAMKM_02342	CDS	804	tsdA_2	1.8.2.2	COG3258	Thiosulfate dehydrogenase
DDCPAMKM_02343	gene	681				
DDCPAMKM_02343	CDS	681				hypothetical protein
DDCPAMKM_02344	gene	1317				
DDCPAMKM_02344	CDS	1317				hypothetical protein
DDCPAMKM_02345	gene	2601				
DDCPAMKM_02345	CDS	2601				hypothetical protein
DDCPAMKM_02346	gene	300				
DDCPAMKM_02346	CDS	300				hypothetical protein
DDCPAMKM_02347	gene	864	cbpA			
DDCPAMKM_02347	CDS	864	cbpA		COG2214	Curved DNA-binding protein
DDCPAMKM_02348	gene	1536	nadB			
DDCPAMKM_02348	CDS	1536	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DDCPAMKM_02349	gene	546				
DDCPAMKM_02349	CDS	546				hypothetical protein
DDCPAMKM_02350	gene	1452	gltX			
DDCPAMKM_02350	CDS	1452	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
DDCPAMKM_02351	gene	516				
DDCPAMKM_02351	CDS	516				hypothetical protein
DDCPAMKM_02352	gene	582				
DDCPAMKM_02352	CDS	582				hypothetical protein
DDCPAMKM_02353	gene	414				
DDCPAMKM_02353	CDS	414				hypothetical protein
DDCPAMKM_02354	gene	153				
DDCPAMKM_02354	CDS	153				hypothetical protein
DDCPAMKM_02355	gene	462	mscL_2			
DDCPAMKM_02355	CDS	462	mscL_2		COG1970	Large-conductance mechanosensitive channel
DDCPAMKM_02356	gene	783	pal_4			
DDCPAMKM_02356	CDS	783	pal_4			Peptidoglycan-associated lipoprotein
DDCPAMKM_02357	gene	318				
DDCPAMKM_02357	CDS	318				hypothetical protein
DDCPAMKM_02358	gene	264				
DDCPAMKM_02358	CDS	264				hypothetical protein
DDCPAMKM_02359	gene	213				
DDCPAMKM_02359	CDS	213				hypothetical protein
DDCPAMKM_02360	gene	690				
DDCPAMKM_02360	CDS	690				hypothetical protein
DDCPAMKM_02361	gene	894				
DDCPAMKM_02361	CDS	894				hypothetical protein
DDCPAMKM_02362	gene	1206	padG_2			
